web-scraper-order,web-scraper-start-url,product,product-href,product_name,product_rating,rating_amount,price,product_sold,condition,unit_weight,category,description,store_name,store_rating,store_location,image_1-src,image_2-src,image_3-src,image_4-src,image_5-src
"1661451217-1089","https://www.tokopedia.com/search?condition=1%232&navsource=home&page=3&q=handphone&rt=4%2C5&source=universe&srp_component_id=02.02.02.01&st=product","Super Gadget DayXIAOMI REDMI NOTE 10 PRO 8/128 GB NOTE 10 PRO 6/64 GB GARANSI RESMIRp3.340.000CashbackTangerangSTR-STORE5.0Terjual 1 rb+","https://www.tokopedia.com/str-store/xiaomi-redmi-note-10-pro-8-128-gb-note-10-pro-6-64-gb-garansi-resmi-6gb-128gb-glacier-blue?extParam=ivf%3Dfalse%26src%3Dsearch","XIAOMI REDMI NOTE 10 PRO 8/128 GB NOTE 10 PRO 6/64 GB GARANSI RESMI - 6GB 128GB, GLACIER BLUE","5","(668 rating)","Rp3.340.000","Terjual 1 rb+","Baru","500 g","Android OS","null","STR-STORE","5.0","Kota Tangerang","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/8/3/2acb1d99-1ca3-439b-9560-d8df67e97cea.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/8/3/2acb1d99-1ca3-439b-9560-d8df67e97cea.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/8/3/2acb1d99-1ca3-439b-9560-d8df67e97cea.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/8/3/2acb1d99-1ca3-439b-9560-d8df67e97cea.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/8/3/2acb1d99-1ca3-439b-9560-d8df67e97cea.jpg.webp?ect=4g"
"1661442147-889","https://www.tokopedia.com/search?condition=1%232&navsource=home&page=7&q=handphone&rt=4%2C5&source=universe&srp_component_id=02.02.02.01&st=product","Super Gadget DayREALME C35 RAM 4/64 GB GARANSI RESMIRp2.150.000CashbackKediriGarden Cell Official5.0Terjual 500+","https://www.tokopedia.com/gardencell/realme-c35-ram-4-64-gb-garansi-resmi-black?extParam=ivf%3Dfalse%26src%3Dsearch","REALME C35 RAM 4/64 GB GARANSI RESMI - BLACK","5","(124 rating)","Rp2.150.000","Terjual 500+","Baru","600 g","Android OS","null","Garden Cell Official","4.9","Kota Kediri","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/4/2/d2170ace-8d19-4f08-9fe0-ad5210c4d31c.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/4/2/d2170ace-8d19-4f08-9fe0-ad5210c4d31c.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/4/2/d2170ace-8d19-4f08-9fe0-ad5210c4d31c.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/4/2/d2170ace-8d19-4f08-9fe0-ad5210c4d31c.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/4/2/d2170ace-8d19-4f08-9fe0-ad5210c4d31c.jpg.webp?ect=4g"
"1661442394-913","https://www.tokopedia.com/search?condition=1%232&navsource=home&page=6&q=handphone&rt=4%2C5&source=universe&srp_component_id=02.02.02.01&st=product","Super Gadget DayXiaomi Redmi 4A RAM 2/16 Garansi Distributor 1 TahunRp499.000Jakarta Barattami_cell4.7Terjual 2 rb+","https://www.tokopedia.com/tamicell1/xiaomi-redmi-4a-ram-2-16-garansi-distributor-1-tahun-dark-grey?extParam=ivf%3Dfalse%26src%3Dsearch","Xiaomi Redmi 4A RAM 2/16 Garansi Distributor 1 Tahun - DARK GREY","4.7","(750 rating)","Rp499.000","Terjual 2 rb+","Baru","280 g","Android OS","null","tami_cell","4.7","Jakarta Barat","https://images.tokopedia.net/img/cache/100-square/product-1/2019/8/3/51825791/51825791_8ea8544a-536d-45c3-817f-cc394bbd218c_800_800.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/product-1/2019/8/3/51825791/51825791_8ea8544a-536d-45c3-817f-cc394bbd218c_800_800.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/product-1/2019/8/3/51825791/51825791_8ea8544a-536d-45c3-817f-cc394bbd218c_800_800.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/product-1/2019/8/3/51825791/51825791_8ea8544a-536d-45c3-817f-cc394bbd218c_800_800.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/product-1/2019/8/3/51825791/51825791_8ea8544a-536d-45c3-817f-cc394bbd218c_800_800.webp?ect=4g"
"1661441940-865","https://www.tokopedia.com/search?condition=1%232&navsource=home&page=7&q=handphone&rt=4%2C5&source=universe&srp_component_id=02.02.02.01&st=product","Super Gadget DayXiaomi Redmi Note 10S 8/128 - Garansi ResmiRp2.751.000CashbackJakarta Pusatjikalaku5.0Terjual 1 rb+","https://www.tokopedia.com/jikalaku/xiaomi-redmi-note-10s-8-128-garansi-resmi-grey?extParam=ivf%3Dfalse%26src%3Dsearch","Xiaomi Redmi Note 10S 8/128 - Garansi Resmi - grey","5","(612 rating)","Rp2.751.000","Terjual 1 rb+","Baru","500 g","Android OS","null","jikalaku","5.0","Jakarta Pusat","https://images.tokopedia.net/img/cache/100-square/product-1/2021/5/24/10915281/10915281_52e2348d-8b33-400a-9b43-2dc321dd5359.jpeg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/product-1/2021/5/24/10915281/10915281_52e2348d-8b33-400a-9b43-2dc321dd5359.jpeg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/product-1/2021/5/24/10915281/10915281_52e2348d-8b33-400a-9b43-2dc321dd5359.jpeg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/product-1/2021/5/24/10915281/10915281_52e2348d-8b33-400a-9b43-2dc321dd5359.jpeg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/product-1/2021/5/24/10915281/10915281_52e2348d-8b33-400a-9b43-2dc321dd5359.jpeg.webp?ect=4g"
"1661440228-728","https://www.tokopedia.com/search?condition=1%232&navsource=home&page=9&q=handphone&rt=4%2C5&source=universe&srp_component_id=02.02.02.01&st=product","Samsung Galaxy A03 Core Smartphone [2 GB/ 32 GB] Garansi Resmi SamsungRp1.149.000Jakarta Selatandwijaya gadget5.0Terjual 250+","https://www.tokopedia.com/dwijayagadget/samsung-galaxy-a03-core-smartphone-2-gb-32-gb-garansi-resmi-samsung-warna-random?extParam=ivf%3Dfalse%26src%3Dsearch","Samsung Galaxy A03 Core Smartphone [2 GB/ 32 GB] Garansi Resmi Samsung - Warna Random","5","(41 rating)","Rp1.149.000","Terjual 250+","Baru","400 g","Android OS","null","dwijaya gadget","4.9","Jakarta Selatan","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/9/f28a63ae-0c4b-44e7-9b39-750711610cd9.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/9/f28a63ae-0c4b-44e7-9b39-750711610cd9.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/9/f28a63ae-0c4b-44e7-9b39-750711610cd9.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/9/f28a63ae-0c4b-44e7-9b39-750711610cd9.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/9/f28a63ae-0c4b-44e7-9b39-750711610cd9.jpg.webp?ect=4g"
"1661444516-958","https://www.tokopedia.com/search?condition=1%232&navsource=home&page=6&q=handphone&rt=4%2C5&source=universe&srp_component_id=02.02.02.01&st=product","Super Gadget DaySamsung Galaxy A53 5G 8/128Gb - Grs resmi SeinRp5.079.000CashbackJakarta TimurPluto sellular5.0Terjual 100+","https://www.tokopedia.com/pluto-olhp/samsung-galaxy-a53-5g-8-128gb-grs-resmi-sein-peach?extParam=ivf%3Dfalse%26src%3Dsearch","Samsung Galaxy A53 5G 8/128Gb - Grs resmi Sein - Peach","5","(40 rating)","Rp5.079.000","Terjual 100+","Baru","500 g","Android OS","null","Pluto sellular","5.0","Jakarta Timur","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/20/fe51780c-1f32-4c1c-a192-64f3e28ee48f.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/20/fe51780c-1f32-4c1c-a192-64f3e28ee48f.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/20/fe51780c-1f32-4c1c-a192-64f3e28ee48f.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/20/fe51780c-1f32-4c1c-a192-64f3e28ee48f.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/20/fe51780c-1f32-4c1c-a192-64f3e28ee48f.jpg.webp?ect=4g"
"1661439591-663","https://www.tokopedia.com/search?condition=1%232&navsource=home&page=11&q=handphone&rt=4%2C5&source=universe&srp_component_id=02.02.02.01&st=product","Samsung A03 Core 2/32 Garansi Resmi 1 TahunRp1.148.900BekasiNixindo Shop5.0Terjual 500+","https://www.tokopedia.com/nixindo/samsung-a03-core-2-32-garansi-resmi-1-tahun-random?extParam=ivf%3Dfalse%26src%3Dsearch","Samsung A03 Core 2/32 Garansi Resmi 1 Tahun - random","5","(37 rating)","Rp1.148.900","Terjual 500+","Baru","400 g","Android OS","null","Nixindo Shop","5.0","Kota Bekasi","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/30/1fc2e108-21ab-4599-a00b-c138372a375b.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/30/1fc2e108-21ab-4599-a00b-c138372a375b.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/30/1fc2e108-21ab-4599-a00b-c138372a375b.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/30/1fc2e108-21ab-4599-a00b-c138372a375b.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/30/1fc2e108-21ab-4599-a00b-c138372a375b.jpg.webp?ect=4g"
"1661437720-494","https://www.tokopedia.com/search?condition=1%232&navsource=home&page=13&q=handphone&rt=4%2C5&source=universe&srp_component_id=02.02.02.01&st=product","Apple Campaign Iphone 7G Fullset Second Original 100% Mulus - Like NewRp1.900.000Jakarta UtaraAA Store1684.8Terjual 500+","https://www.tokopedia.com/astore168/iphone-7g-fullset-second-original-100-mulus-like-new-32gb-batang?extParam=ivf%3Dfalse%26src%3Dsearch","Iphone 7G Fullset Second Original 100% Mulus - Like New - 32gb batang","4.8","(266 rating)","Rp1.900.000","Terjual 500+","Bekas","330 - 500 g","iOS","null","AA Store168","4.8","Jakarta Utara","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/23/2a926deb-49d7-430d-bce8-647ace6f8fef.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/23/2a926deb-49d7-430d-bce8-647ace6f8fef.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/23/2a926deb-49d7-430d-bce8-647ace6f8fef.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/23/2a926deb-49d7-430d-bce8-647ace6f8fef.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/23/2a926deb-49d7-430d-bce8-647ace6f8fef.jpg.webp?ect=4g"
"1661440528-764","https://www.tokopedia.com/search?condition=1%232&navsource=home&page=9&q=handphone&rt=4%2C5&source=universe&srp_component_id=02.02.02.01&st=product","Sisa 2XIAOMI POCO M4 ProRp2.795.000BekasiTopCell95.0Terjual 250+","https://www.tokopedia.com/topcell9/xiaomi-poco-m4-pro-power-black-6gb-128gb?extParam=ivf%3Dfalse%26src%3Dsearch","XIAOMI POCO M4 Pro - Power Black, 6GB + 128GB","5","(216 rating)","Rp2.795.000","Terjual 250+","Baru","650 g","Android OS","null","TopCell9","5.0","Kota Bekasi","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/31/c21e7e65-23bf-4b77-a76c-29fe1adb43ce.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/31/c21e7e65-23bf-4b77-a76c-29fe1adb43ce.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/31/c21e7e65-23bf-4b77-a76c-29fe1adb43ce.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/31/c21e7e65-23bf-4b77-a76c-29fe1adb43ce.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/31/c21e7e65-23bf-4b77-a76c-29fe1adb43ce.jpg.webp?ect=4g"
"1661437892-515","https://www.tokopedia.com/search?condition=1%232&navsource=home&page=13&q=handphone&rt=4%2C5&source=universe&srp_component_id=02.02.02.01&st=product","xiaomi redmi note 11 4/128Rp2.375.000Jakarta BaratFirsShop.4.9Terjual 90+","https://www.tokopedia.com/firsshoop/xiaomi-redmi-note-11-4-128?extParam=ivf%3Dfalse%26src%3Dsearch","xiaomi redmi note 11 4/128","4.9","(19 rating)","Rp2.375.000","Terjual 90+","Baru","500 g","Android OS","Garansi resmi Ram 4/128 BNIB","FirsShop.","5.0","Jakarta Barat","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/20/5f915444-502e-4109-a5bb-f8411612dd69.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/20/5f915444-502e-4109-a5bb-f8411612dd69.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/20/5f915444-502e-4109-a5bb-f8411612dd69.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/20/5f915444-502e-4109-a5bb-f8411612dd69.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/20/5f915444-502e-4109-a5bb-f8411612dd69.jpg.webp?ect=4g"
"1661432994-70","https://www.tokopedia.com/search?condition=1%232&navsource=home&page=20&q=handphone&rt=4%2C5&source=universe&srp_component_id=02.02.02.01&st=product","handphone murah untuk musik s harga chargerRp40.000CashbackDumaiMutiara communication5.0Terjual 40+","https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_HOHsHpopyFbm-xgVY789CBUsthbm-FQRo2PcB5QiUEH_yDUSz2Q31i6sJfosJ7HpUNHpKDUMoFyaUEosnFbm-xgVYpyfYagZUEHpeObsKaop1aopjRH_yOHiFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z92HqMrF_M2VH1OEgpC6qj1h_92SHJNk_3BHe72a3BxDHfUpZMWyH7NkysoGQJBkQfBoe7BpZ37OPM-W_Mh-qMY2_MOV8jY93M2o8BV7_jzV8jN2HACquV2t_VPGq17a19zvzcPE3_--HO21u9Bgu71aZ3BRq3UpZSCqHMhO3A-ZQcoc69Cqe7jfZ32Cq1hAZSgsQ3hXyurOgMoUZSgqZVgkgJyNrV2AZ_g-qjV2_JoGPMoWQcNxupuMyp-tPMoc69Cqe7jfZ32Cq1hAZSxjuOgNguyNHVB9gI2-qMY2yjzGgjOk1sxMZJdFyBxd6c-JzSoiHfedgjP6q1B2PfBsHjNfyfO3gBBXZSgjH7NDZ325q1OEz9xHqMHa_32gHJY1Z9x6zJJh_uz-HJB2PfBsHjNfyfO3gMHauMxsQ1N5Z325q1OE1_VHqMPN_S2u81NEqpoouVjh_3BG6ZUDUSupg9-wq3ei6iUFUiFirfuprfB5QBY2gmUEUs-iyMVk3JuBoBY6uu-M6Ix5HJzibuPyzBgoesgU69xXPsoousuq81h6Z1oEo7N1ZZOi_VBcuIxt_SP6yuYbQ3g-81jF97NJg3hZgjo9zpuG6Az31V-2rpPpzpVdQ1O1ZSu0z_xMrIPm_OCc3IBBoSVszOgN8Au-1BBaHfuC8VugUiFiy3hSUstirRzW9fFa9fFhUiFiQSuWyMua9fYM9fVjraUEHsnDUMNOQ3-BrBYxgIowrMuhUstaHmFiyfV79fBjraUE3pyObAU7bAHFo_xPbm-X9foxQMz2gcV7guYxgIHi6sJOHmFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMoDP9o7g9-wq3zwPsUi6sUFHpjpbm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUaom-Pbm-SrMYOrVYpPI-xPcuS8ZUE3pJDHB7DUSCaq3oB9f-2gmUEosnFbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6s1d6ZdfHAnOH_y7H_JOHpURbm-hP3ua8uYag3hay3N09RosQR-BUstFbsrFoAKNop1dHs1pHAjRo_oY?r=https%3A%2F%2Fwww.tokopedia.com%2Fmutiaracomm%2Fhandphone-murah-untuk-musik-s-harga-charger%3FextParam%3Divf%253Dfalse%26src%3Dtopads&src=search&is_search=1&keywords=handphone&ob=23&t=desktop&dv=desktop&page=20&management_type=1","handphone murah untuk musik s harga charger","5","(1 rating)","Rp40.000","Terjual 40+","Baru","500 g","Feature Phone","null","Mutiara communication","4.7","Kota Dumai","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/15/98fa18c9-c93b-47c4-8acc-c957a3a57dc3.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/15/98fa18c9-c93b-47c4-8acc-c957a3a57dc3.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/15/98fa18c9-c93b-47c4-8acc-c957a3a57dc3.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/15/98fa18c9-c93b-47c4-8acc-c957a3a57dc3.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/15/98fa18c9-c93b-47c4-8acc-c957a3a57dc3.jpg.webp?ect=4g"
"1661452632-1172","https://www.tokopedia.com/search?condition=1%232&navsource=home&page=2&q=handphone&rt=4%2C5&source=universe&srp_component_id=02.02.02.01&st=product","Infinix Smart 6 NFC 2/32GB – 6.6"" HD+ 5000mAhRp1.239.0005%Rp1.299.000Jakarta UtaraInfinix Official Store5.0Terjual 1 rb+","https://www.tokopedia.com/officialinfinix/infinix-smart-6-nfc-2-32gb-6-6-hd-5000mah-hitam?extParam=ivf%3Dfalse%26src%3Dsearch%26whid%3D7150879","Infinix Smart 6 NFC 2/32GB – 6.6"" HD+ 5000mAh - Hitam","5","(361 rating)","Rp1.239.000","Terjual 1 rb+","Baru","1 kg","Android OS","null","Infinix Official Store","4.9","Jakarta Utara","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/10/145d37ac-2f2f-4204-af1e-9e9dd8ae2bcb.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/10/145d37ac-2f2f-4204-af1e-9e9dd8ae2bcb.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/10/145d37ac-2f2f-4204-af1e-9e9dd8ae2bcb.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/10/145d37ac-2f2f-4204-af1e-9e9dd8ae2bcb.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/10/145d37ac-2f2f-4204-af1e-9e9dd8ae2bcb.jpg.webp?ect=4g"
"1661437238-458","https://www.tokopedia.com/search?condition=1%232&navsource=home&page=14&q=handphone&rt=4%2C5&source=universe&srp_component_id=02.02.02.01&st=product","Sisa 5Samsung A03 3/32GB 4/64GBRp1.699.000CashbackTangerangMyfon Teleshop Official5.0Terjual 100+","https://www.tokopedia.com/myfonofficial/samsung-a03-3-32gb-4-64gb-4-64gb-biru?extParam=ivf%3Dfalse%26src%3Dsearch","Samsung A03 3/32GB 4/64GB - 4/64GB, Biru","5","(59 rating)","Rp1.699.000","Terjual 100+","Baru","500 g","Android OS","null","Myfon Teleshop Official","4.9","Kota Tangerang","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/19/e314d252-2fce-4600-a229-c0127aeca5da.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/19/e314d252-2fce-4600-a229-c0127aeca5da.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/19/e314d252-2fce-4600-a229-c0127aeca5da.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/19/e314d252-2fce-4600-a229-c0127aeca5da.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/19/e314d252-2fce-4600-a229-c0127aeca5da.jpg.webp?ect=4g"
"1661436390-368","https://www.tokopedia.com/search?condition=1%232&navsource=home&page=16&q=handphone&rt=4%2C5&source=universe&srp_component_id=02.02.02.01&st=product","(RESMI) iPhone 13 5G 128GB 256GB 512GB Garansi Apple 1 Thn GreenpeelRp11.989.000CashbackJakarta BaratTech Studio Indonesia4.9Terjual 70+","https://www.tokopedia.com/techstudioid/resmi-iphone-13-5g-128gb-256gb-512gb-garansi-apple-1-thn-greenpeel-inter-128gb-red?extParam=ivf%3Dfalse%26src%3Dsearch","(RESMI) iPhone 13 5G 128GB 256GB 512GB Garansi Apple 1 Thn Greenpeel - Inter 128GB, Red","4.9","(37 rating)","Rp11.989.000","Terjual 70+","Baru","1 kg","iOS","null","Tech Studio Indonesia","4.9","Jakarta Barat","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/20/96858ce1-ec0b-4ab9-a15a-98495be2b24d.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/20/96858ce1-ec0b-4ab9-a15a-98495be2b24d.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/20/96858ce1-ec0b-4ab9-a15a-98495be2b24d.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/20/96858ce1-ec0b-4ab9-a15a-98495be2b24d.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/20/96858ce1-ec0b-4ab9-a15a-98495be2b24d.jpg.webp?ect=4g"
"1661451495-1123","https://www.tokopedia.com/search?condition=1%232&navsource=home&page=3&q=handphone&rt=4%2C5&source=universe&srp_component_id=02.02.02.01&st=product","Realme Narzo 50A 4/128GB 4/64GB Realme 50A A Garansi Resmi 128GB 64GBRp1.670.00017%Rp2.000.000Jakarta PusatDewa Ponsel Rakyat4.9Terjual 250+","https://www.tokopedia.com/dewaponselrakyat/realme-narzo-50a-4-128gb-4-64gb-realme-50a-a-garansi-resmi-128gb-64gb-4gb-64gb-blue-non-bundle?extParam=ivf%3Dfalse%26src%3Dsearch","Realme Narzo 50A 4/128GB 4/64GB Realme 50A A Garansi Resmi 128GB 64GB - 4GB 64GB BLUE, Non Bundle","4.9","(235 rating)","Rp1.670.000","Terjual 250+","Baru","500 g","Android OS","null","Dewa Ponsel Rakyat","4.8","Jakarta Pusat","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/6/22/18e14400-42a8-469c-bfde-a21a2abc1fbc.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/6/22/18e14400-42a8-469c-bfde-a21a2abc1fbc.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/6/22/18e14400-42a8-469c-bfde-a21a2abc1fbc.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/6/22/18e14400-42a8-469c-bfde-a21a2abc1fbc.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/6/22/18e14400-42a8-469c-bfde-a21a2abc1fbc.jpg.webp?ect=4g"
"1661444540-961","https://www.tokopedia.com/search?condition=1%232&navsource=home&page=6&q=handphone&rt=4%2C5&source=universe&srp_component_id=02.02.02.01&st=product","WIBRealme C25Y 4/64 GB Garansi Resmi Realme Not C25 4 GB 64 GB Grey BlueRp1.653.0009%Rp1.811.000Jakarta PusatOnestop Ponsel5.0Terjual 100+","https://www.tokopedia.com/onestop-ponsel/realme-c25y-4-64-gb-garansi-resmi-realme-not-c25-4-gb-64-gb-grey-blue-grey-non-bundel?extParam=ivf%3Dfalse%26src%3Dsearch","Realme C25Y 4/64 GB Garansi Resmi Realme Not C25 4 GB 64 GB Grey Blue - GREY, NON BUNDEL","5","(36 rating)","Rp1.653.000","Terjual 100+","Baru","0,6 - 1,2 kg","Android OS","null","Onestop Ponsel","4.8","Jakarta Pusat","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/8/16/63c10230-f8e0-4682-8638-1abad2baf358.png.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/8/16/63c10230-f8e0-4682-8638-1abad2baf358.png.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/8/16/63c10230-f8e0-4682-8638-1abad2baf358.png.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/8/16/63c10230-f8e0-4682-8638-1abad2baf358.png.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/8/16/63c10230-f8e0-4682-8638-1abad2baf358.png.webp?ect=4g"
"1661445195-1029","https://www.tokopedia.com/search?condition=1%232&navsource=home&page=4&q=handphone&rt=4%2C5&source=universe&srp_component_id=02.02.02.01&st=product","Super Gadget DayHANDPHONE NOKIA 105 2017 HANDPHONE NOKIA JADUL MURAH DUAL SIMRp123.1903%Rp127.000Jakarta UtaraFirst Acc HP4.7Terjual 500+","https://www.tokopedia.com/firstaccc/handphone-nokia-105-2017-handphone-nokia-jadul-murah-dual-sim-putih?extParam=ivf%3Dfalse%26src%3Dsearch","HANDPHONE NOKIA 105 2017 HANDPHONE NOKIA JADUL MURAH DUAL SIM - Putih","4.7","(189 rating)","Rp123.190","Terjual 500+","Baru","250 g","Feature Phone","null","First Acc HP","4.5","Jakarta Utara","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/12/3/ff813900-3392-49ce-bf0d-7e3f53d7aa76.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/12/3/ff813900-3392-49ce-bf0d-7e3f53d7aa76.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/12/3/ff813900-3392-49ce-bf0d-7e3f53d7aa76.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/12/3/ff813900-3392-49ce-bf0d-7e3f53d7aa76.jpg.webp?ect=4g","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/12/3/ff813900-3392-49ce-bf0d-7e3f53d7aa76.jpg.webp?ect=4g"
